SK_ID_CURR,Contrat,Genre,Voiture,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,OCCUPATION_TYPE,REGION_RATING_CLIENT_W_CITY,REG_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,Age,Duree,Anciennete,count,max,ANCxCRED,ANC_par_CRED,Anc_Age,TARGET
285823,0.0,0.0,0.0,1178217.0,1.0,4.0,1.0,0.04622,-6054.0,-4143.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,1.0,42.0,0.0,-2063.0,40.93698630136986,34.074180114523685,7.443835616438356,2.0,-1087.0,8770453.668493152,6.3178816944912156e-06,0.1818364342122875,0.0
322482,0.0,1.0,1.0,243000.0,7.0,1.0,1.0,0.022625,-6959.0,-4793.0,1.0,0.0,0.0,10.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,-152.0,35.24109589041096,9.475346552026672,1.16986301369863,1.0,-841.0,284276.7123287671,4.814251085179547e-06,0.03319598849413045,0.0
411765,0.0,0.0,0.0,288994.5,7.0,2.0,1.0,0.0066709999999999,-5961.0,-1759.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-261.0,49.915068493150685,10.064409967089798,0.29315068493150687,0.0,0.0,84718.93561643836,1.0143815364358382e-06,0.005872989735989901,0.0
250520,0.0,0.0,0.0,1042560.0,3.0,4.0,1.0,0.01885,-5551.0,-2905.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1406.0,53.04931506849315,30.25728091942014,0.0,2.0,-263.0,0.0,0.0,0.0,0.0
207249,1.0,0.0,0.0,270000.0,7.0,4.0,1.0,0.009334,-5262.0,-3267.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-720.0,30.997260273972604,20.0,4.1945205479452055,2.0,-35.0,1132520.5479452056,1.5535261288685945e-05,0.13531907371398266,0.0
345911,0.0,0.0,1.0,337500.0,7.0,4.0,2.0,0.001333,-1379.0,-243.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,51.0,0.0,-496.0,32.52602739726027,18.436578171091444,3.3205479452054796,3.0,-7.0,1120684.9315068494,9.838660578386606e-06,0.10208894878706201,0.0
441877,0.0,0.0,0.0,807984.0,1.0,4.0,1.0,0.030755,-4001.0,-4009.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,-222.0,31.605479452054794,30.111017943987925,5.054794520547945,0.0,0.0,4084193.095890411,6.25605769488993e-06,0.15993411927877949,0.0
277596,0.0,1.0,1.0,808650.0,3.0,4.0,1.0,0.018029,-2917.0,-4564.0,0.0,0.0,1.0,18.0,3.0,0.0,0.0,0.0,0.0,57.0,0.0,-326.0,61.69315068493151,34.01476433844407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279246,0.0,1.0,0.0,284400.0,3.0,4.0,1.0,0.005144,-5101.0,-4565.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1534.0,65.87397260273973,17.28192507519825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242671,0.0,0.0,0.0,225000.0,3.0,4.0,1.0,0.015221,-9347.0,-1202.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1000.0,59.25479452054795,16.3025758069775,0.0,3.0,-375.0,0.0,0.0,0.0,0.0
225551,0.0,1.0,1.0,285723.0,7.0,4.0,1.0,0.009334,-3239.0,-1010.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,-1992.0,28.36986301369863,12.84783488466208,5.7095890410958905,4.0,-173.0,1631360.909589041,1.998295216379462e-05,0.2012554321583776,0.0
400617,0.0,1.0,1.0,119925.0,7.0,4.0,1.0,0.010966,-2318.0,-2589.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-1778.0,27.18904109589041,9.192825112107624,0.5013698630136987,3.0,-905.0,60126.78082191781,4.180695126234719e-06,0.01844014510278114,0.0
160836,0.0,1.0,0.0,814041.0,3.0,4.0,1.0,0.072508,-3452.0,-3081.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0,-478.0,63.3013698630137,34.20268481754585,0.0,2.0,-173.0,0.0,0.0,0.0,0.0
294975,0.0,0.0,0.0,158301.0,3.0,4.0,1.0,0.0196889999999999,-7384.0,-4188.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,59.97260273972603,10.02793614595211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147644,0.0,0.0,0.0,808650.0,3.0,4.0,1.0,0.04622,-4584.0,-3588.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0,-652.0,62.70958904109589,34.697818111604555,0.0,3.0,-432.0,0.0,0.0,0.0,0.0
260472,0.0,0.0,0.0,1602000.0,1.0,1.0,1.0,0.02461,-87.0,-4282.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,-73.0,42.87397260273973,37.79193205944798,0.3013698630136986,3.0,-266.0,482794.52054794517,1.8812101311716519e-07,0.00702920314397086,0.0
440050,0.0,1.0,1.0,440784.0,1.0,4.0,1.0,0.00702,-10197.0,-3661.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-1875.0,55.12328767123287,12.609680741503604,4.8,0.0,0.0,2115763.1999999997,1.0889687465969726e-05,0.08707753479125249,0.0
347296,0.0,1.0,0.0,1647000.0,1.0,1.0,1.0,0.072508,-1594.0,-2243.0,1.0,1.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-527.0,26.775342465753425,36.36363636363637,3.695890410958904,3.0,-453.0,6087131.506849315,2.2440136071395897e-06,0.13803335720863605,0.0
147316,0.0,0.0,0.0,254700.0,7.0,1.0,1.0,0.030755,-8505.0,-4023.0,1.0,0.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,-484.0,39.6986301369863,10.058645814821396,6.616438356164384,2.0,-99.0,1685206.8493150685,2.597737870500347e-05,0.16666666666666666,0.0
341272,0.0,0.0,0.0,472500.0,7.0,4.0,1.0,0.026392,-11079.0,-3004.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,51.0,0.0,-1571.0,53.3041095890411,27.63157894736842,5.380821917808219,1.0,-107.0,2542438.3561643832,1.138798289483221e-05,0.10094572368421052,0.0
143066,1.0,1.0,1.0,180000.0,7.0,4.0,1.0,0.035792,-9433.0,-2970.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-1453.0,53.24109589041096,20.0,30.805479452054794,2.0,-307.0,5544986.301369863,0.00017114155251141553,0.578603406576442,0.0
153984,0.0,0.0,0.0,990000.0,7.0,4.0,1.0,0.015221,-620.0,-4621.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-1409.0,44.58904109589041,34.05045658566785,2.2904109589041095,2.0,-260.0,2267506.849315068,2.313546423135464e-06,0.05136712749615976,0.0
305055,1.0,0.0,1.0,337500.0,7.0,1.0,1.0,0.015221,-7749.0,-4625.0,1.0,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-1743.0,43.6986301369863,20.0,4.706849315068493,2.0,-286.0,1588561.6438356165,1.3946220192795536e-05,0.1077115987460815,0.0
414035,0.0,0.0,1.0,286704.0,4.0,4.0,1.0,0.031329,-4083.0,-944.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,-693.0,47.652054794520545,13.971929824561403,4.720547945205479,1.0,-441.0,1353399.9780821917,1.646488345194165e-05,0.09906284137296613,0.0
407734,0.0,0.0,0.0,188460.0,7.0,4.0,2.0,0.00733,-7350.0,-4193.0,1.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,-1491.0,42.73698630136986,16.553359683794465,5.6219178082191785,5.0,-322.0,1059506.6301369865,2.9830827805471605e-05,0.13154689403166872,0.0
159713,0.0,1.0,0.0,808650.0,7.0,4.0,1.0,0.0145199999999999,-3096.0,-4580.0,1.0,1.0,1.0,11.0,2.0,0.0,0.0,1.0,1.0,41.0,0.0,-2171.0,37.9972602739726,30.99879247886838,2.8602739726027395,2.0,-99.0,2312960.547945205,3.537097597975316e-06,0.07527579493835172,0.0
355482,0.0,1.0,0.0,1288350.0,7.0,4.0,1.0,0.008625,-3114.0,-4057.0,1.0,0.0,1.0,8.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,-1808.0,34.47671232876712,37.765466297322256,2.3534246575342466,5.0,-76.0,3032034.6575342463,1.8266966721265546e-06,0.06826128417037508,1.0
308915,0.0,0.0,0.0,380533.5,7.0,4.0,1.0,0.002134,-4091.0,-4185.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,-512.0,43.85205479452055,16.36597638862009,1.726027397260274,0.0,0.0,656811.2465753425,4.535809323647652e-06,0.03936023991003374,1.0
446968,0.0,0.0,0.0,808650.0,1.0,4.0,1.0,0.00702,-2248.0,-3151.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-1870.0,38.25479452054795,30.99879247886838,5.887671232876713,3.0,-685.0,4761065.342465754,7.280864691617773e-06,0.1539067535629879,0.0
432295,0.0,0.0,1.0,796396.5,7.0,1.0,1.0,0.020246,-6768.0,-807.0,1.0,1.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,-1965.0,47.30684931506849,19.523110865968007,6.534246575342466,3.0,-335.0,5203851.102739726,8.204765560047621e-06,0.138124746626513,0.0
106773,0.0,0.0,0.0,921861.0,7.0,4.0,1.0,0.02461,-3975.0,-1878.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,1.0,0.0,54.0,0.0,-106.0,26.06027397260274,34.0352217976408,4.501369863013698,2.0,-43.0,4149637.323287671,4.882916039417763e-06,0.1727291841883936,1.0
328241,0.0,0.0,0.0,396171.0,1.0,4.0,1.0,0.032561,-5734.0,-4377.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,-1592.0,61.58082191780822,13.99650238473768,12.898630136986302,0.0,0.0,5110063.2,3.255823908611762e-05,0.2094585576366953,0.0
351727,0.0,1.0,1.0,309073.5,7.0,4.0,1.0,0.009549,-454.0,-1459.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,-170.0,36.78904109589041,11.69470458028265,3.2164383561643834,2.0,-214.0,994115.8602739726,1.0406710236123069e-05,0.08742925230860887,0.0
314422,0.0,1.0,0.0,233208.0,3.0,4.0,1.0,0.072508,-2945.0,-3062.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,57.0,0.0,-210.0,56.93424657534246,20.331110239309535,0.0,3.0,-54.0,0.0,0.0,0.0,0.0
188124,0.0,1.0,1.0,619254.0,1.0,4.0,1.0,0.0084739999999999,-2676.0,-4902.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,42.0,0.0,-1531.0,36.536986301369865,23.487284519542584,7.641095890410959,4.0,-296.0,4731779.194520548,1.2339195048253155e-05,0.20913317336532694,0.0
416495,0.0,0.0,0.0,277969.5,4.0,4.0,2.0,0.020246,-4805.0,-4805.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,-252.0,40.66849315068493,26.207467119219345,4.863013698630137,0.0,0.0,1351769.48630137,1.7494774421762593e-05,0.119576933441121,0.0
158739,0.0,1.0,0.0,233833.5,1.0,4.0,1.0,0.035792,-4753.0,-4728.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-2818.0,43.28219178082192,9.237866666666667,5.421917808219178,0.0,0.0,1267826.0178082192,2.3187087428530036e-05,0.1252690213951133,0.0
451633,0.0,0.0,1.0,1108098.0,7.0,4.0,1.0,0.0116569999999999,-3647.0,-3256.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,1.0,35.0,0.0,0.0,54.038356164383565,23.536991015102274,16.904109589041095,1.0,-473.0,18731410.02739726,1.5255067321699971e-05,0.3128168728452646,0.0
354706,1.0,0.0,1.0,135000.0,4.0,1.0,1.0,0.002506,-1204.0,-1222.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,33.0,0.0,-417.0,24.065753424657533,20.0,1.4684931506849315,2.0,-330.0,198246.57534246575,1.0877727042110604e-05,0.0610200364298725,0.0
362407,1.0,1.0,1.0,135000.0,7.0,4.0,1.0,0.009334,-666.0,-4326.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,-38.0,33.057534246575344,20.0,6.534246575342466,2.0,-104.0,882123.2876712328,4.840182648401827e-05,0.19766285430134262,0.0
269798,0.0,0.0,0.0,247536.0,7.0,4.0,5.0,0.020246,-4519.0,-75.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,30.0,0.0,-584.0,28.432876712328767,20.34319526627219,6.136986301369863,1.0,-34.0,1519125.0410958903,2.4792298095508787e-05,0.21584120254384273,0.0
363071,0.0,0.0,0.0,269550.0,3.0,4.0,1.0,0.0088659999999999,-8886.0,-4189.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-828.0,57.134246575342466,23.61056365786362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165334,0.0,0.0,1.0,1255500.0,1.0,1.0,1.0,0.026392,-8842.0,-288.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,39.0,0.0,-1474.0,45.96986301369863,34.08258001465917,17.197260273972603,1.0,-58.0,21591160.273972604,1.3697539047369656e-05,0.37409857560045295,0.0
146282,0.0,1.0,0.0,270126.0,7.0,4.0,5.0,0.018209,-1355.0,-1743.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,-464.0,25.175342465753424,14.680361946686231,3.3013698630136985,1.0,-54.0,891785.8356164383,1.222159237916268e-05,0.13113505278049842,0.0
440576,0.0,0.0,0.0,647046.0,3.0,4.0,1.0,0.025164,-995.0,-4158.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1538.0,58.41095890410959,30.809513606170988,0.0,2.0,-475.0,0.0,0.0,0.0,0.0
138500,0.0,0.0,1.0,76410.0,7.0,2.0,5.0,0.006305,-1568.0,-476.0,1.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,-733.0,27.115068493150684,9.1437802907916,2.6410958904109587,0.0,0.0,201806.13698630137,3.4564793749652645e-05,0.097403253511165,0.0
359906,0.0,1.0,1.0,457119.0,1.0,4.0,1.0,0.011703,-1599.0,-152.0,1.0,0.0,0.0,14.0,2.0,1.0,0.0,1.0,1.0,47.0,0.0,-523.0,45.47123287671233,19.478811121764142,1.9945205479452055,0.0,0.0,911733.2383561644,4.3632414052909755e-06,0.043863348797975536,0.0
395795,0.0,0.0,0.0,219249.0,4.0,4.0,1.0,0.01885,-8674.0,-3171.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,-1731.0,53.87671232876713,17.240622788393487,0.5424657534246575,2.0,-424.0,118935.07397260274,2.4741994418430984e-06,0.010068649885583524,0.0
423525,0.0,1.0,1.0,244584.0,7.0,4.0,1.0,0.016612,-6210.0,-4042.0,1.0,1.0,0.0,16.0,2.0,1.0,0.0,1.0,1.0,40.0,0.0,-1066.0,33.70958904109589,20.34131736526946,4.049315068493151,1.0,-155.0,990397.6767123288,1.6555927895909587e-05,0.12012353706111835,0.0
282781,0.0,0.0,0.0,508495.5,7.0,4.0,1.0,0.004849,-9805.0,-365.0,1.0,1.0,1.0,8.0,2.0,0.0,0.0,1.0,1.0,42.0,0.0,-303.0,46.06027397260274,23.605389596824732,3.3589041095890413,4.0,-124.0,1707987.6246575343,6.605572929532398e-06,0.07292410183202476,0.0
350798,0.0,1.0,1.0,196213.5,1.0,4.0,1.0,0.018029,-4698.0,-1493.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,-1177.0,26.994520547945207,13.621680724773508,3.6301369863013697,0.0,0.0,712281.8835616438,1.8500954247803387e-05,0.13447680909367704,0.0
104792,0.0,0.0,0.0,576072.0,7.0,4.0,1.0,0.003813,-5504.0,-243.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,45.726027397260275,21.346673336668335,24.78082191780822,5.0,-75.0,14275537.643835615,4.301688316357715e-05,0.5419412822049131,0.0
210707,0.0,1.0,1.0,454500.0,7.0,4.0,1.0,0.028663,-2492.0,-4467.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,-708.0,37.51780821917808,27.62582056892779,12.224657534246575,0.0,0.0,5556106.849315068,2.689693626896936e-05,0.3258361326128231,0.0
195155,0.0,0.0,0.0,473760.0,7.0,4.0,1.0,0.010006,-371.0,-5572.0,1.0,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,43.0,0.0,-368.0,41.556164383561644,9.261898478050497,13.375342465753425,0.0,0.0,6336702.2465753425,2.8232316923660556e-05,0.3218618143459916,0.0
206841,0.0,0.0,0.0,1080000.0,3.0,4.0,1.0,0.026392,-3345.0,-4263.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,0.0,-1724.0,64.12328767123287,25.1414204902577,0.0,1.0,-867.0,0.0,0.0,0.0,0.0
296282,0.0,1.0,1.0,675000.0,7.0,4.0,1.0,0.035792,-7732.0,-4570.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,-2325.0,37.32876712328767,18.368846436443793,12.997260273972604,0.0,0.0,8773150.684931507,1.925520040588534e-05,0.3481834862385321,0.0
191026,0.0,0.0,0.0,687600.0,1.0,4.0,1.0,0.0038179999999999,-1862.0,-1643.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,38.0,0.0,-4.0,34.66849315068493,37.644740083764475,5.210958904109589,0.0,0.0,3583055.342465753,7.5784742642664175e-06,0.1503082029397819,0.0
277367,0.0,0.0,0.0,1006920.0,7.0,4.0,1.0,0.018801,-3312.0,-1765.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,-1498.0,49.97534246575343,25.135924511345763,30.232876712328768,2.0,-85.0,30442088.219178084,3.002510299957173e-05,0.6049558686475521,0.0
329984,0.0,1.0,0.0,675000.0,1.0,4.0,1.0,0.030755,-2572.0,-4543.0,1.0,1.0,0.0,10.0,2.0,0.0,1.0,1.0,0.0,42.0,0.0,-1605.0,43.227397260273975,30.998140111593305,14.095890410958905,1.0,-259.0,9514726.02739726,2.0882800608828007e-05,0.32608695652173914,0.0
157534,0.0,1.0,1.0,390960.0,7.0,4.0,1.0,0.014464,-9435.0,-2444.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,26.0,0.0,-577.0,53.18082191780822,16.457662436067437,0.4301369863013699,0.0,0.0,168166.35616438356,1.1002071472819979e-06,0.008088197413837515,1.0
159772,0.0,1.0,1.0,176328.0,1.0,1.0,1.0,0.035792,-212.0,-4805.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,-1164.0,42.153424657534245,26.01859229747676,20.057534246575344,0.0,0.0,3536704.898630137,0.00011375127175817422,0.47582217600415966,0.0
200640,0.0,0.0,0.0,1024740.0,7.0,4.0,1.0,0.026392,-9537.0,-1730.0,1.0,1.0,1.0,18.0,2.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,49.865753424657534,19.585447664917865,1.1287671232876713,0.0,0.0,1156692.8219178081,1.101515626683521e-06,0.022636118894566234,0.0
446993,0.0,0.0,0.0,112068.0,7.0,4.0,1.0,0.031329,-1392.0,-229.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,-1388.0,45.728767123287675,10.14419551934827,3.536986301369863,4.0,-143.0,396382.9808219178,3.156107275377327e-05,0.07734707327302139,0.0
301479,0.0,0.0,1.0,1113840.0,7.0,4.0,1.0,0.006852,-2505.0,-3392.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,-2075.0,41.175342465753424,25.14169629253428,8.479452054794521,0.0,0.0,9444752.87671233,7.612809788474575e-06,0.20593519196220642,0.0
353113,0.0,1.0,1.0,542133.0,4.0,4.0,1.0,0.02461,-7832.0,-4923.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,33.0,0.0,-1600.0,41.68767123287671,18.686831084225222,18.698630136986303,0.0,0.0,10137144.452054795,3.4490853973077274e-05,0.44854100946372244,0.0
247705,0.0,0.0,1.0,1327500.0,7.0,2.0,1.0,0.026392,-1477.0,-4502.0,1.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,-1.0,33.00547945205479,36.236334602628666,1.0383561643835617,3.0,-649.0,1378417.808219178,7.821892010422311e-07,0.03146011455134059,0.0
353065,0.0,1.0,1.0,1350000.0,4.0,4.0,1.0,0.00702,-1753.0,-2888.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,-3.0,55.03013698630137,37.76910487221453,21.55890410958904,1.0,-428.0,29104520.547945205,1.5969558599695585e-05,0.3917654087424076,0.0
332801,0.0,1.0,1.0,992556.0,7.0,4.0,1.0,0.020246,-8231.0,-4059.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,-1498.0,33.964383561643835,34.048780487804876,15.336986301369864,0.0,0.0,15222817.775342466,1.5452011071788255e-05,0.45156086149874974,0.0
111743,0.0,0.0,1.0,360000.0,7.0,4.0,0.0,0.015221,-3344.0,-3341.0,1.0,0.0,1.0,14.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,-356.0,41.728767123287675,15.561174868702587,1.0684931506849316,1.0,-1123.0,384657.5342465754,2.9680365296803653e-06,0.025605672641323615,0.0
226012,0.0,0.0,0.0,707287.5,3.0,4.0,1.0,0.0060079999999999,-11888.0,-2369.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,57.0,4.0,-1319.0,52.23561643835617,19.51514775266948,0.0,5.0,-302.0,0.0,0.0,0.0,0.0
350226,0.0,1.0,1.0,538704.0,7.0,4.0,1.0,0.0084739999999999,-6902.0,-4228.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-784.0,34.92054794520548,19.49389350268686,9.64109589041096,1.0,-1366.0,5193696.920547945,1.78968336793693e-05,0.27608661540875573,0.0
380384,0.0,1.0,1.0,284400.0,7.0,1.0,1.0,0.020713,-4727.0,-3704.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,-1633.0,33.03013698630137,12.58462763839108,1.1013698630136985,3.0,-66.0,313229.58904109587,3.872608519738743e-06,0.033344392833443925,0.0
